timestamp,open,high,low,close,volume
2026-08-10T16:00:00Z,774.34,774.435,771.89,773.06,6.85826e+06
2026-08-11T16:00:00Z,772.03,772.45,769.34,770.42,6.56841e+06
2026-08-12T16:00:00Z,772.015,773.63,771.97,772.54,6.22209e+06
2026-08-13T16:00:00Z,775.48,778.43,775.46,777.77,6.3134e+06
2026-08-14T16:00:00Z,776.24,776.82,775.43,776,5.78118e+06
2026-08-17T16:00:00Z,775.295,775.61,772.51,772.68,7.27181e+06
2026-08-18T16:00:00Z,768.356,768.87,766.92,767.42,6.80346e+06
2026-08-19T16:00:00Z,770.64,771.99,768.21,769.06,7.59972e+06
2026-08-20T16:00:00Z,765.84,766.64,762.05,762.65,9.80468e+06
2026-08-21T16:00:00Z,767.2,767.33,765.06,765.69,6.77503e+06
2026-08-24T16:00:00Z,764.52,765.22,763.05,763.46,5.6473e+06
2026-08-25T16:00:00Z,765.46,766.22,764.63,765.85,5.8472e+06
2026-08-26T16:00:00Z,765.33,767.35,763.93,765.95,6.92415e+06
2026-08-27T16:00:00Z,770.64,772.355,769.16,771.07,6.96928e+06
2026-08-28T16:00:00Z,771.08,771.65,768.308,769.39,7.09134e+06
2026-08-31T16:00:00Z,765.42,767.995,764.98,766.95,7.78786e+06
2026-09-01T16:00:00Z,764.29,764.339,759.48,761.65,9.03853e+06
2026-09-02T16:00:00Z,765.92,766.09,764.35,765.14,5.34207e+06
2026-09-03T16:00:00Z,773.31,774.03,772.215,773.16,6.66493e+06
2026-09-04T16:00:00Z,769.955,771.32,769.13,770.23,6.71877e+06
2026-09-08T16:00:00Z,767.4,768.12,765.15,765.94,7.62906e+06
2026-09-09T16:00:00Z,762.17,763.41,761.32,762.34,6.0757e+06
