timestamp,open,high,low,close,volume
2026-07-13T00:00:00Z,356.19,358.13,351.75,352.51,1.59017e+07
2026-07-14T00:00:00Z,351.195,360.16,351.09,359.51,1.82594e+07
2026-07-15T00:00:00Z,357.97,373.65,357.76,370.92,2.82846e+07
2026-07-16T00:00:00Z,373.06,375.27,352.3,354.46,4.11585e+07
2026-07-17T00:00:00Z,346,348.52,341.36,346.77,2.99593e+07
2026-07-20T00:00:00Z,350.88,359.68,350.52,351.99,2.47366e+07
2026-07-21T00:00:00Z,351.32,351.32,347,347.15,2.33698e+07
2026-07-22T00:00:00Z,348.155,349.94,341.73,342.09,3.93341e+07
2026-07-23T00:00:00Z,321.13,324.49,314.9,317.69,6.94197e+07
2026-07-24T00:00:00Z,318.42,324.18,317.32,319.74,3.18066e+07
2026-07-27T00:00:00Z,325.04,330.42,324.45,326.56,2.84716e+07
2026-07-28T00:00:00Z,327.9,335.88,324.44,333.71,2.95119e+07
2026-07-29T00:00:00Z,334.665,342.5,331.62,336.71,2.75016e+07
2026-07-30T00:00:00Z,334.195,336.51,330.34,333.66,3.0168e+07
2026-07-31T00:00:00Z,340.83,358.58,340,356.13,4.6498e+07
2026-08-03T00:00:00Z,365.445,376.693,363.35,373.51,3.86697e+07
2026-08-04T00:00:00Z,368.22,380.52,367.5,377.65,3.57057e+07
2026-08-05T00:00:00Z,383.34,384.48,356.77,362.43,4.69263e+07
2026-08-06T00:00:00Z,360.77,364.126,356.88,357.75,2.52359e+07
2026-08-07T00:00:00Z,356.72,358.9,353.78,354.3,1.98599e+07
2026-08-10T00:00:00Z,355.175,357.61,352.71,357.52,1.89914e+07
2026-08-11T00:00:00Z,355.89,356.81,343.39,343.8,2.90818e+07
2026-08-12T00:00:00Z,346.31,346.48,340.88,343.54,2.5012e+07
2026-08-13T00:00:00Z,345.77,347.93,343.76,346.36,1.78661e+07
2026-08-14T00:00:00Z,346.8,350.45,344.5,345.9,1.78086e+07
2026-08-17T00:00:00Z,346.265,347.25,341.93,344,1.82913e+07
2026-08-18T00:00:00Z,342.405,344.87,340.19,344.2,1.92488e+07
2026-08-19T00:00:00Z,342.455,346.73,340.66,344.72,1.97338e+07
2026-08-20T00:00:00Z,343.06,343.9,338.565,340.67,1.85704e+07
2026-08-21T00:00:00Z,342.575,346.2,340.4,344.82,2.08498e+07
2026-08-24T00:00:00Z,343.615,351.6,342.49,348.06,2.63382e+07
2026-08-25T00:00:00Z,349.64,350.16,345.6,346.96,2.06497e+07
2026-08-26T00:00:00Z,346.62,346.88,340.18,342,2.04203e+07
2026-08-27T00:00:00Z,339.67,341.69,338.52,340.65,2.33914e+07
2026-08-28T00:00:00Z,340.705,349.14,340.27,346.59,2.53472e+07
2026-08-31T00:00:00Z,343.825,344.59,337.156,339.35,3.34936e+07
2026-09-01T00:00:00Z,336,337.2,333.05,335.02,2.33427e+07
2026-09-02T00:00:00Z,334.06,340,332.82,337.12,2.25823e+07
2026-09-03T00:00:00Z,340.56,344.68,340.06,342.48,2.07269e+07
2026-09-04T00:00:00Z,342.465,343.53,337.09,338.46,2.31893e+07
2026-09-08T00:00:00Z,335.42,339.68,333.22,338.36,2.29158e+07
2026-09-09T00:00:00Z,331.65,331.85,327.9,330.65,3.31516e+07
