timestamp,open,high,low,close,volume
2026-07-27T16:00:00Z,678.92,683.6,677.08,682.06,6.88241e+06
2026-07-28T16:00:00Z,678.63,679.4,675.27,675.5,7.20817e+06
2026-07-29T16:00:00Z,665.99,680.05,661.14,661.53,1.40364e+07
2026-07-30T16:00:00Z,679.77,685.12,679.25,683.6,9.3832e+06
2026-07-31T16:00:00Z,684.75,690.88,684.02,687.92,7.24047e+06
2026-08-03T16:00:00Z,697.5,701.59,697.342,700.06,8.92698e+06
2026-08-04T16:00:00Z,718.785,725.65,718.56,723.68,1.00401e+07
2026-08-05T16:00:00Z,720.38,722.88,716.92,717.28,5.61965e+06
2026-08-06T16:00:00Z,715.17,716.58,713.53,714.56,6.12627e+06
2026-08-07T16:00:00Z,722.53,723.63,719.05,723.04,5.93451e+06
2026-08-10T16:00:00Z,723.325,723.645,720.33,720.805,4.37026e+06
2026-08-11T16:00:00Z,719.08,719.46,715.79,718.33,5.60542e+06
2026-08-12T16:00:00Z,723.24,725.56,723.035,723.66,4.34061e+06
2026-08-13T16:00:00Z,730.15,733.96,730.11,732.06,4.61627e+06
2026-08-14T16:00:00Z,729.22,730.43,728.76,730.305,3.80677e+06
2026-08-17T16:00:00Z,733.47,733.55,729.27,729.86,5.10028e+06
2026-08-18T16:00:00Z,718.88,719.67,716.69,717.59,6.49755e+06
2026-08-19T16:00:00Z,718.18,719.7,715.24,716.13,6.06944e+06
2026-08-20T16:00:00Z,711.59,713,708.52,710.95,5.50248e+06
2026-08-21T16:00:00Z,714.545,714.8,712.44,713.4,4.05523e+06
2026-08-24T16:00:00Z,707.98,709.53,706.21,706.24,5.91176e+06
2026-08-25T16:00:00Z,710.48,711.29,708.96,710.64,4.05314e+06
2026-08-26T16:00:00Z,709.43,713.02,708.29,711.3,3.76731e+06
2026-08-27T16:00:00Z,718.695,721.35,717.04,721.06,4.65065e+06
2026-08-28T16:00:00Z,717.93,718.82,715.085,716.44,5.56062e+06
2026-08-31T16:00:00Z,713.97,717.575,713.36,716.86,5.09e+06
2026-09-01T16:00:00Z,711.85,711.89,704.66,707.655,5.9603e+06
2026-09-02T16:00:00Z,709.2,709.49,707.72,709.25,3.50081e+06
2026-09-03T16:00:00Z,717.805,718.91,716.354,717.61,3.8661e+06
2026-09-04T16:00:00Z,717.65,719.605,716.56,719.06,5.47477e+06
2026-09-08T16:00:00Z,720.32,720.85,717.25,718.381,4.79161e+06
2026-09-09T16:00:00Z,716.191,717.05,714.71,716.28,4.11958e+06
2026-09-10T16:00:00Z,710.38,711.81,708.28,708.66,4.81497e+06
