timestamp,open,high,low,close,volume
2026-09-08T14:00:00Z,364.22,364.27,363.91,363.98,24626
2026-09-08T15:00:00Z,364.997,365.48,364.81,365.41,70702
2026-09-08T16:00:00Z,368.23,368.23,368.02,368.05,16173
2026-09-08T17:00:00Z,368.23,370,368.23,369.01,527199
2026-09-08T18:00:00Z,365.797,367.93,364.85,367.055,2.23626e+06
2026-09-08T19:00:00Z,367.03,368.8,366.51,368.04,3.36517e+06
2026-09-09T14:00:00Z,371.03,373.131,369.81,371.925,1.7852e+06
2026-09-09T15:00:00Z,371.31,371.83,367.25,370.625,3.4758e+06
2026-09-09T16:00:00Z,370.62,371.12,368.56,368.804,1.95042e+06
2026-09-09T17:00:00Z,368.81,369.41,367.78,368.94,1.32116e+06
2026-09-09T18:00:00Z,368.19,368.29,368.15,368.271,2407
2026-09-09T19:00:00Z,369.016,369.73,367.5,367.8,2.222e+06
