timestamp,open,high,low,close,volume
2026-09-08T14:00:00Z,766.62,766.775,766.54,766.65,23918
2026-09-08T15:00:00Z,768.21,768.31,768.21,768.29,8344
2026-09-08T16:00:00Z,767.4,767.78,767.195,767.69,152314
2026-09-08T17:00:00Z,766.929,768.12,766.929,767.51,658587
2026-09-08T18:00:00Z,767.47,767.89,765.67,766.77,1.72167e+06
2026-09-08T19:00:00Z,766.79,767.15,765.15,765.94,4.1511e+06
2026-09-09T14:00:00Z,763.425,763.71,763.38,763.67,16408
2026-09-09T15:00:00Z,763.79,764.465,760.94,762.43,2.20094e+06
2026-09-09T16:00:00Z,762.17,762.86,761.32,762.566,1.029e+06
2026-09-09T17:00:00Z,762.575,763.32,762.372,763.02,849728
2026-09-09T18:00:00Z,762.75,762.77,762.74,762.74,12843
2026-09-09T19:00:00Z,762.92,763.41,762.1,762.34,3.36003e+06
